,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,DLD1_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,PA1_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST 
VCP,1.6374866,1.5509772,2.4611638,0.6855823,0.6551528,0.6932068,1.6601361,0.73469335,1.002638,1.2127014,1.3977581,1.1890733,0.96152985,0.79611623,1.4867334,1.5641798,1.1201512,0.7944994,1.52679,1.0211275,1.9458665,0.48996466,0.33718354,1.9086369,0.41653863,1.0700319,0.9665047,0.610896,3.2687466,0.9550988,1.3618749,0.65849704,1.0944668,1.4078646,0.60099083
ATP5C1,1.348406,1.381243,1.4175237,0.6784567,1.468254,1.1248261,0.9646392,0.5828327,0.9539271,1.6895344,1.1523485,1.1535343,1.242892,1.1349814,1.1086433,1.0863037,0.8208978,1.4307178,0.6986851,1.0793928,2.2292445,1.1548853,0.71896136,1.9412512,2.9587636,1.5170091,1.4236763,0.5063072,1.661363,1.2040036,1.4691,1.2435087,1.3809803,1.0298043,3.5059583
EGR1,-0.036519453,0.15664616,0.17706981,0.2253731,0.3433513,0.102616124,0.8621294,1.2100844,0.1997858,0.28858295,0.14579552,0.33365953,0.32450885,0.25051805,-0.006814756,-0.06712591,-0.00854482,-0.0013350134,0.37818667,-0.02674848,-0.034480322,0.093012616,0.0627506,0.3046856,0.41804257,0.071890876,0.21191576,0.047564156,3.1041372,0.05037669,-0.0047556628,-0.056690443,0.204057,-0.035200786,1.6522782
EIF3CL,1.6833824,0.9507925,3.0212886,0.41651723,1.0047206,1.2914426,2.2084785,0.49520445,0.8362194,1.8872063,1.2644763,0.83739513,1.1881504,0.74716026,2.2042603,0.88974243,1.1761538,0.5477189,0.7467851,0.92952096,1.9846641,0.66248614,0.7912948,1.7804474,0.20926334,1.0894544,1.122298,0.41040808,1.5842942,1.3537532,0.9049666,1.0769216,0.86964,0.5165886,0.9459345
ISG15,-0.04106172,0.8987239,-0.006296984,0.52357566,1.4095562,-0.03839853,1.14476,0.013365171,-0.029881591,0.45897552,-0.01005345,0.29854244,0.44200453,0.2928779,0.49019918,0.09948293,2.812818,0.03832715,0.12074472,-0.033728518,0.03481452,0.11002328,0.30492312,0.24566345,0.7102498,0.43834797,0.35186464,1.4106551,0.123828225,0.4273283,1.3379871,-0.04254612,0.015464549,0.050855704,-0.010502234
MRPL51,1.3574076,0.69659674,1.8069845,1.4504055,1.8060097,0.8925029,1.1954399,0.37615675,0.6699376,1.0806495,1.4153593,0.68336934,0.6054723,0.9643814,1.239362,1.0758706,1.2212278,0.3592484,1.3937615,0.52060425,1.2649528,0.74317396,0.5768003,1.6140676,1.3398939,0.85324186,0.7312896,0.3696403,0.57668614,1.1734707,1.2625328,0.19582091,1.55454,0.6150257,3.4509952
CAPG,-0.081620514,-0.07030759,0.37840423,-0.05404299,0.3939085,-0.05577983,0.22311355,0.23761204,-0.05620922,0.380883,1.619413,0.64789283,0.028166119,0.38719034,0.89310235,0.53325605,2.1511145,0.89210856,-0.039634477,0.093082696,-0.09223947,0.2451828,0.14358175,0.101230405,0.10784238,0.046261903,1.6354594,0.45741093,1.6062118,0.056843348,1.457787,0.14868255,-0.017660331,-0.07281611,-0.00722818
ETFB,1.2881649,0.51288694,2.3224595,0.27709824,0.39902171,0.77896386,1.1255435,0.718434,0.43233982,0.48800465,1.5852504,2.2631977,1.3770804,0.4731587,0.7670043,0.5075044,0.6854049,1.3205576,0.1147776,0.9554727,0.6261017,1.9473827,0.6962794,0.33816105,0.27490383,1.4052619,0.55278367,0.7727271,0.80042666,1.9962864,0.5846263,0.62378,1.9439061,0.5653529,0.654012
MEA1,1.660099,1.4282495,1.5817837,1.2720307,3.124936,0.3699322,1.4418092,1.2275133,1.1126121,0.65545523,1.8346927,0.87163156,0.98656017,0.50810814,0.8004326,0.5859317,0.93859136,0.3354081,0.6389312,0.6947512,1.3755841,0.74181503,0.7941228,1.7857054,2.0659285,1.3336104,2.4242754,0.7805816,1.805314,1.2364745,0.79635537,1.1085342,0.88508654,0.8777647,0.85937315
IDH1,0.28504786,0.2830584,0.75943303,0.19414914,0.5481883,0.19150157,1.286348,0.02334588,0.16620052,0.42911735,0.5650894,0.609506,0.16982825,0.37370014,0.22302823,0.3268782,0.6312853,1.7263966,0.01805548,0.765276,1.48612,2.9073973,0.28115734,0.98040664,0.19722086,0.52505475,0.91162544,0.3040847,0.44402686,0.15495999,0.5459619,0.087224424,0.35441324,1.6733665,0.8639685
DNAJB11,0.84489006,0.5983373,0.5439774,1.2518662,1.9486265,0.59100866,0.45464844,0.17762809,0.21810019,0.8791368,2.277737,0.42515934,0.21057843,0.25427055,0.20898269,0.42656654,0.638638,0.25561532,0.106661975,0.4680422,2.2653046,0.66225153,0.3326579,0.59507763,0.20123184,1.3456701,0.86089325,0.37366647,0.50163686,0.5917716,0.67329997,0.8386777,2.0944495,0.41099465,0.30819586
SYNCRIP,1.6130387,1.2263184,1.900395,0.48792976,1.2212925,0.7944755,1.7804942,0.45585376,0.72762895,3.0693855,1.1685047,1.0921148,0.82397,1.0941975,1.0848716,1.5481333,0.5073817,0.61179477,0.8254092,0.88372815,1.950534,0.3676198,0.47595575,2.2509367,0.6240837,1.312386,0.817959,0.5164109,1.4914727,1.4911511,0.72824895,0.46016142,1.0106193,1.2142844,0.7117595
KRT23,-0.09312855,-0.07783197,-0.11141843,-0.061401237,-0.06696755,-0.07013627,-0.09433564,-0.04178887,-0.06298151,-0.04788846,-0.10245804,-0.0680605,-0.032372948,-0.06802147,-0.07533135,-0.09243415,-0.080039866,-0.054034222,-0.0449167,-0.06728588,-0.05473472,-0.065908395,-0.009495588,-0.115627475,-0.08931431,-0.09201536,-0.08229318,-0.052393362,-0.10101999,0.022697,3.406138,0.5184177,-0.08222986,-0.07515866,-0.06632485
RP11-510N19.5,-0.09230675,-0.06285227,-0.11437285,-0.060575083,-0.007670179,-0.066904955,0.32411337,0.45351624,-0.061967574,0.076617084,-0.10212265,0.7003235,0.09080565,0.59911,-0.020845775,-0.08828321,0.9086969,0.61808306,-0.04441453,-0.06569432,0.10995658,0.21464019,0.23474823,-0.10286355,-0.08824035,-0.09031701,-0.08079996,0.08310721,0.42912018,0.1559706,0.5991062,0.14884426,-0.08233473,0.09675159,3.2435386
RAB1B,1.0361458,0.70805925,1.5954086,0.80420977,1.1515588,0.45438668,0.9309797,0.82712007,1.24302,1.0529733,1.1081651,1.3488481,1.4588953,0.45982215,0.92477375,0.73704046,1.2091732,0.44546685,0.23435628,0.3047351,0.93730164,0.7928128,0.5788902,1.0174496,0.4645995,1.2561218,1.4577825,0.57618815,1.3500829,0.9387848,0.8472125,2.107133,0.6084846,3.1678767,2.338281
VAMP8,-0.08756532,-0.04934331,0.093744546,0.7169391,0.75344074,-0.06400605,0.6821035,1.1129473,-0.05887558,0.19734351,0.08097919,0.6059091,1.1225237,0.3158483,-0.06988688,-0.06802417,0.95856994,0.8145105,0.028521871,0.1703023,0.18460669,0.47646198,0.5023522,0.1569903,-0.0032755013,0.14688207,-0.0304547,0.45147136,0.43577167,0.5572907,0.4054739,0.683634,-0.06884864,-0.06688032,3.08652
CTHRC1,0.4108268,-0.076905556,0.39779857,-0.05338879,0.14805108,-0.06998692,-0.08423089,-0.04521968,0.09880302,-0.08036755,1.1506717,-0.07315684,-0.05050449,-0.06521057,-0.023614757,-0.08704387,-0.06254356,-0.05947405,-0.03637103,-0.06571447,0.020720432,-0.062963486,-0.020901088,-0.115151525,-0.087287664,0.9659026,0.20516853,0.12228591,0.0133674275,-0.07928779,-0.052779716,-0.060476463,3.1382124,-0.07139394,-0.09433552
CDC123,1.5536045,1.5810488,1.7797118,0.5863583,0.87204,0.7523267,1.2836013,0.30886656,1.3982185,1.8752449,0.92456216,0.96294117,0.4879794,0.5438536,0.9380182,1.8972663,0.5288673,1.0040678,0.8558348,1.0600573,0.86844325,0.49635708,0.30777612,2.2543492,3.0506442,1.5048841,1.029829,0.43401372,1.2062408,1.326095,1.0983438,0.7386977,0.6155071,0.6624018,1.0549767
RP11-173P15.3,0.5003283,0.39100203,0.5613576,0.1970436,0.43149084,0.40067998,0.5039294,0.18897647,0.18356307,0.6946378,1.121436,0.8149813,0.24507938,0.9459292,0.38079646,0.41827193,0.24404806,0.17467019,0.1838418,0.29477978,3.4778185,0.121197365,0.22034387,1.4159364,0.3276844,0.36656007,0.6562566,0.3613799,0.6344692,0.2552476,1.0951093,0.31006736,0.33057147,0.634782,0.38265783
NOLC1,1.1966542,1.8032994,1.8455626,0.7817564,0.68498355,0.9301388,1.2336527,0.47317165,0.72395456,3.2194524,0.7384509,1.0108643,0.47734344,0.73214823,0.7126262,1.0202541,0.5547223,0.90628254,0.6855233,1.7146752,0.5135814,0.28989446,0.27643698,1.3075868,0.40060952,0.31679553,0.93694913,0.1768175,0.28480074,1.3657057,1.1296251,0.67418486,0.5657997,1.1089658,0.52414805
FSTL1,0.019142965,0.17112097,-0.07715225,-0.058053177,0.7443498,1.1077638,-0.0933357,-0.017774886,0.20375445,-0.04181856,0.3167976,-0.074356854,-0.066047,-0.022578774,0.964945,0.7074313,1.5348046,-0.05094867,-0.02899892,0.041113816,-0.09794995,-0.06233561,1.1087893,1.3742653,-0.08817689,1.4462172,0.08283816,0.3156198,2.1013558,-0.081191,-0.07481972,0.012970374,0.26511845,0.717586,-0.08677568
HNRNPA3P6,1.9088335,1.5759199,1.3990642,0.8302222,1.4856459,1.5770773,0.2150786,0.8978237,1.0272406,2.1222334,1.8133893,1.1687006,1.102051,1.0365628,1.5319424,2.0770729,1.002472,0.5175466,0.91626936,1.6254243,2.2877789,0.64539945,0.36504936,0.37278405,0.7277639,1.7210145,1.4592866,0.8050689,2.8770795,1.46094,1.6168892,0.74250585,0.9158482,1.1276163,1.1831067
USMG5,1.2345828,0.88923633,2.0506778,1.1008724,0.9469653,0.54302436,1.6205486,0.43781188,0.57969505,1.0320526,0.95926934,0.8397499,0.5032652,0.7703582,0.65812457,0.41131434,0.7342692,0.8798932,0.3654296,0.98100513,0.64875203,0.8278942,0.1944375,1.5020115,1.8688732,0.79654676,0.8995323,0.28601727,0.40471008,0.76881564,0.82454467,0.3512997,1.0997148,0.80294055,3.2906682
MAPRE1,1.0132898,1.233225,1.4495254,1.0709875,0.590935,1.2509857,0.96124166,0.26725784,0.6936988,1.6650622,1.4690338,1.0328583,0.50346535,0.4219738,1.0650198,1.5735294,2.3661249,0.47595406,0.84947085,0.8537289,3.2028422,0.6085585,0.6694694,1.9692826,0.88834125,1.3904301,1.4424717,0.6703443,1.6104975,1.5560061,1.6922884,0.9226648,1.0728137,0.8149212,0.9899122
BCAS2,0.39704946,0.33020142,0.9003074,0.20688704,0.55231124,0.3146888,0.6642654,0.29295528,0.26233757,0.7161022,0.27111644,0.30313247,3.6942022,0.19530682,0.23213407,0.6277001,0.53649426,0.2087475,0.528017,0.18440267,0.6246896,0.16218781,0.11999089,0.8573605,0.60808533,0.43291673,0.56699127,0.27873433,0.4069196,0.4488314,0.28869575,0.24880235,0.5569975,0.39119294,0.27734485
TFRC,1.2102796,0.5641998,0.97101885,0.2655742,0.854554,0.79902846,0.59808,0.32802308,0.23398656,1.9130682,2.6153462,0.8321135,0.3018978,0.40834942,0.80881786,1.5731091,1.3863245,0.46987724,0.5133194,0.9353202,1.3385893,0.5975222,0.37034717,0.6999343,0.47711468,0.66323614,0.8214885,0.71581954,0.990742,0.9079622,1.1200255,2.8179486,0.6066625,0.928306,0.839144
HNRNPD,1.3435574,1.5617279,1.2650319,0.6660112,0.5643272,1.493357,0.7737676,0.32957545,0.7654542,1.783059,0.928505,0.98863536,0.53834116,0.9061838,0.45150965,1.3899401,0.9970639,0.41369617,0.47009987,0.83210915,0.9963235,0.6523951,0.23372811,3.4678543,0.5985239,0.7236813,0.77421534,0.595083,1.4724373,1.3965638,1.0135239,0.4007218,0.66092557,1.1309247,0.52715063
BANF1,1.8915535,1.7362565,2.5253866,1.5129813,1.5312351,0.9180928,2.1210008,0.60967,2.0853283,1.7661905,1.5927507,1.7294823,1.3685472,0.7173815,1.7087795,1.9181126,1.9992932,0.5413618,0.5848531,0.87636495,1.4811732,1.2538792,1.2309381,2.8194728,1.2107693,1.5745575,1.8210592,0.80714464,2.40323,2.2106233,1.2909826,1.5439512,1.092338,2.6270728,1.8102939
HSPA1B,2.5885878,0.5836346,0.9702649,0.626451,1.5519772,0.47130364,1.0457162,1.0458722,0.12721832,1.8851763,0.57729506,1.0833331,1.1911949,0.5673619,1.5943499,0.39116156,1.854519,0.42083308,0.4192302,1.6521326,0.26969287,1.1022888,0.4353428,0.6898194,0.28800258,0.51944387,1.3809423,0.35758027,1.6787603,0.13296227,0.60635555,0.6499026,0.5942626,0.3054889,0.8820624
PSMC4,1.615873,1.0352931,3.2769718,1.0846344,1.2754906,0.40357947,0.86811244,0.67055595,0.5711089,1.4931221,2.3481085,0.943581,0.75068253,0.44307077,0.5617239,0.7487356,1.74546,0.631673,0.643905,0.7747323,1.1027969,0.9917029,0.6596008,1.0481824,0.57252663,1.6503114,0.8057988,0.44411263,1.0439765,0.74648607,0.82048184,0.5189013,1.5000113,0.68390757,0.64055973
ALPP,-0.09358512,-0.07705832,-0.10334643,-0.060870256,1.1002803,-0.068789504,-0.0048181554,-0.041810025,-0.06333956,-0.09657107,-0.101965085,-0.075467475,-0.067013115,0.4943894,-0.07560447,-0.09167659,3.2062528,-0.061275505,-0.045380328,-0.067211024,-0.10070562,-0.06572791,-0.044036064,-0.11535161,-0.08907845,-0.092960864,-0.0827199,-0.05202476,-0.08333782,-0.067872904,0.06301028,-0.060496107,-0.083016835,-0.075224504,-0.10072475
EIF3A,1.5952069,1.8344878,2.7052808,0.7755484,1.0054902,0.9275048,1.2044382,0.41808274,0.7212833,3.0922532,1.2271563,1.317695,0.60741425,1.039219,0.8971828,1.1134554,0.9542805,1.2301915,0.56704867,1.4077663,1.2503781,0.4470398,0.448864,1.9432517,0.71705276,0.9780215,1.2172765,0.4578608,1.3572015,1.2290126,1.3129429,0.5834511,0.79410416,0.66277176,0.9557388
RP3-417G15.1,0.6022471,0.6897633,0.9426378,0.28498414,0.44691196,1.2575036,-0.06669186,0.4281899,0.9256084,0.12411805,0.66708153,0.7329366,1.1249322,0.865927,0.98300046,0.4457859,0.39164346,0.7645074,0.14793204,0.8274898,2.265104,0.8945196,0.5898133,-0.069003694,1.2363223,0.7947975,0.6550531,0.23462659,0.68254596,1.3263696,0.9604159,0.6506479,0.5926826,0.77287036,3.0237534
RPL13P12,0.5349619,1.1969758,0.14189409,0.005812915,0.1823676,2.323833,0.57949334,0.07996677,0.43113685,0.2510999,0.11071399,1.158714,1.4259058,0.7118691,0.19444564,0.07534201,0.07497613,0.52084494,0.013895428,0.117319204,0.13484712,0.26694265,0.30543002,1.6049643,1.5018493,0.72691756,0.08472722,0.197284,0.42738625,0.102877736,0.17511143,0.10426135,0.096416466,4.19521e-05,1.6087692
GPX3,-0.091946915,-0.07218247,-0.016733829,-0.060284868,1.7255533,0.21174741,0.038444452,-0.044766814,-0.06262969,-0.09819788,0.25936145,0.07377763,-0.004014815,-0.050135512,-0.0699728,-0.08696158,-0.06682098,2.6466544,-0.044168882,0.36571273,-0.044496033,0.11845601,0.7383618,0.17001618,-0.075215876,-0.0761054,-0.081592634,0.8650229,-0.09686173,-0.07122573,1.2079865,0.08281723,-0.081753254,0.19186258,-0.08842912
IGFBP2,0.24179438,0.92275566,0.3211942,-0.023570856,0.17102662,0.9969901,0.19446668,0.0825086,-0.06216744,0.46546614,0.36111546,0.17691584,1.2330972,-0.06250766,0.64430547,-0.06363199,1.0772077,0.0428252,0.28859517,0.7422561,0.18241605,-0.048356514,1.8676856,2.5295677,0.10625318,0.12030073,-0.068099275,-0.050550137,-0.073618576,-0.050361663,0.06133842,0.5501659,0.7544588,0.86967576,0.51056767
ECI2,0.34944862,0.31349567,0.19432981,0.18676592,0.08630582,0.62932485,0.10432105,0.1458142,3.3689299,0.29765406,0.24209572,-0.07056189,0.033160597,0.0438788,0.23629898,1.4254247,0.07650768,0.11045764,0.09147296,0.24502455,0.36399412,0.08184721,0.22298904,0.7511629,0.22860965,0.30586874,0.23602597,0.20334628,0.44477534,0.2755263,0.09880788,0.35498405,0.289118,0.23575488,0.3969245
BRK1,1.4529302,1.142649,1.7623792,1.0989797,1.5826863,0.74013454,1.4136325,0.98037887,0.81022334,1.0160775,1.9029297,0.8226771,2.0158887,0.7087344,1.8274277,1.2866375,1.6262201,0.64918435,0.42193976,0.5418455,2.0328496,0.4193527,0.9825932,2.612601,1.6933563,2.6774309,1.3234949,0.64311194,1.5038682,1.2459861,0.7166561,1.7492843,1.0447453,1.5311836,2.0009778
C19orf10,1.9283593,0.69503754,1.3088627,0.71252114,0.6794646,0.90839905,0.7409187,0.29068744,1.1981026,0.7036382,2.699261,0.5822647,0.44042385,0.47900593,0.7155763,1.0873674,0.68525594,0.79974496,0.5918274,0.9440948,1.4428064,1.4068565,0.37266892,0.66489714,1.143114,1.842505,1.2381126,0.5685994,1.0960023,0.57733554,0.35258454,0.4164258,2.5447545,0.3845034,0.97778887
RPN1,1.3270956,0.86000973,1.1065727,1.1739869,2.4626524,1.1792991,1.333966,0.48586467,0.7148521,1.4936379,2.334185,1.068084,0.7405852,0.6072579,0.5353827,0.9867149,1.1626062,0.42267594,0.59939164,0.69008064,2.1002243,1.0281941,0.64459777,1.253848,0.5388775,1.5083061,1.1154165,0.7298003,1.1987908,0.576056,1.265704,0.75417256,2.7751434,0.6029706,0.6701621
EWSR1,2.2963088,2.1024792,2.3053985,0.7004144,1.1666645,1.9376904,1.9836887,0.49861917,1.1351335,2.0843375,1.7635931,2.1013153,1.012687,1.4235085,1.7403061,1.6415108,1.5548837,0.93152046,0.6490026,1.046729,1.9401143,0.79816127,0.66358566,2.6280017,1.1873343,1.4677672,1.8298305,0.81846946,1.8701184,2.1634583,1.0884503,0.93665,1.2457693,2.1904907,1.2261547
ACTR2,1.6526893,1.4747632,2.0346732,1.1116402,1.4695232,0.81765485,2.297939,0.46333963,0.8183754,1.6127946,1.7492821,1.111567,0.834725,0.78220534,1.2619321,2.0985672,1.9599395,0.71726537,0.9062053,0.88432986,1.3778169,0.3825253,0.39716563,2.5430233,0.8735601,2.1941938,1.3079002,0.7194201,1.9092116,1.1626307,0.7147437,0.64065135,1.1592813,0.9692104,1.5484987
PRELID1,1.3128346,1.3315654,1.4875565,1.4589101,0.5701792,0.52250624,0.6725353,0.7025144,0.5417842,1.0673743,1.7653422,1.6103649,0.82683146,1.8106579,2.2220328,2.3365834,1.3372688,0.93951416,0.770273,1.6507864,1.2396256,1.0123951,0.7814698,1.4396763,2.7982447,0.9964706,2.1104205,0.46301472,0.8186765,1.6088063,1.6441399,0.46585655,1.1416118,1.4505441,1.7665583
C14orf166,1.3973243,1.1538608,1.3067169,0.74823755,1.0176482,1.0694393,2.3202903,0.68978816,0.8190069,1.6274939,1.356512,0.7994324,0.9168107,1.0003202,0.6615416,2.209101,1.0815101,1.0561589,0.69654936,1.2014318,1.6873671,0.9388147,0.7171467,3.26794,1.9615202,1.2902157,1.1577882,0.7637472,1.8104309,1.3475223,1.4609838,1.0719608,1.8644707,0.795931,2.1212337
MED15,0.18686709,0.043699063,0.16005994,-0.004932838,0.31340876,0.04291171,0.07959138,0.002420285,0.109137475,0.08174519,0.29526696,0.24334711,0.010620601,0.025805054,0.095891684,0.09512937,0.27719578,0.03637667,0.01258814,-0.002772089,0.04000625,3.4483917,0.09738294,0.08769569,-0.005847676,0.14018378,0.46490905,0.0433988,0.38981533,0.056174595,0.36042237,0.049097735,0.30305624,0.09850399,0.10693161
RP11-498C9.3,0.9788868,0.81003183,1.8009545,0.57702386,0.93787724,1.071284,0.963193,0.78330684,2.152846,1.6304675,1.5177343,0.77067506,0.8923172,0.5925843,0.77515507,1.9982803,0.942971,0.48303702,0.3962934,1.1737777,0.97904146,0.8695949,0.5672226,0.70121646,0.41815162,1.353566,2.7397327,0.8960078,2.3081477,1.9172984,0.86198676,0.55969447,1.315215,0.8742359,0.83980805
EFEMP1,0.36213046,-0.07649743,0.0014721854,-0.058798194,2.8018177,-0.06978995,-0.09429704,0.004574652,0.08533455,-0.09791769,0.85833883,-0.07540878,0.13692571,-0.0670859,-0.06022577,0.011774044,1.3078871,-0.026884412,0.06641646,1.084668,-0.09702675,0.6045931,-0.014872338,-0.114842,-0.08885109,-0.06919726,-0.08163608,0.15965225,-0.016957242,-0.08182406,-0.07403772,0.47545785,-0.06424167,-0.07464499,0.105789416
ID3,0.5924949,1.2792587,0.95779634,1.1253535,0.891677,0.09559896,0.44022158,0.39765456,-0.02330732,0.017351944,0.57952857,-0.07212386,0.26075467,0.22555071,-0.05735824,0.5804474,0.7283424,0.17418471,1.2987772,0.5283634,2.3366065,-0.058378182,0.23365943,0.36973447,0.04808934,-0.015711406,0.4268806,0.38599974,1.416261,-0.07162995,1.7057034,0.17424764,0.60530406,0.3462083,1.2040454
BASP1,-0.091836825,-0.06584792,-0.11721157,0.6675269,0.063019335,-0.068897136,-0.093136676,-0.009674719,1.3446724,-0.097351514,-0.09987576,-0.07474951,0.62528205,-0.066905044,1.5403792,1.7176895,1.0901982,1.1408724,0.84482056,0.8905715,-0.08776794,-0.064963594,0.10298738,0.4655722,-0.08846508,0.17690568,-0.07967075,0.49213782,1.3915039,-0.079619005,-0.07434493,-0.059721876,-0.080491684,0.027000813,-0.0928182
SPCS1,1.9540904,0.86092985,2.8775654,0.836969,0.6643289,0.5270535,1.3859303,0.6203179,1.0588204,1.2531339,2.4587703,0.7880386,0.5629919,0.7899715,0.62446105,0.8666047,1.5562652,0.74825513,0.48182052,0.9062754,1.3378011,0.4698244,0.7218202,1.670131,0.76933134,1.9264007,1.2532963,0.56656426,0.84635496,0.9280663,0.6239191,0.94073546,1.7287139,1.1001885,1.1799093
IGFBP4,0.21826805,-0.020715963,0.7771084,-0.039574467,0.22804411,-0.015432242,0.079554014,1.3870056,-0.027471965,-0.09516167,-0.09100929,0.62330496,0.5503322,-0.046047036,0.1673648,0.29888344,0.47160012,0.087522335,-0.009460189,0.061939143,-0.029918505,0.94265187,0.59091026,0.36736637,-0.087707594,0.28901157,0.019513149,0.8489644,-0.088072546,0.93073297,0.15409042,2.7773242,-0.07641915,-0.06490889,0.70917124
UCA1,-0.09288549,-0.077089675,0.011711616,-0.060573563,3.0573905,-0.07021099,0.098093666,-0.040236246,-0.062805854,0.25019705,-0.10092447,-0.046554863,-0.06595723,-0.048180375,-0.07555261,-0.09233979,0.62721,0.57627684,-0.044955123,-0.0670289,-0.099792175,-0.06499173,-0.028879132,-0.11525778,-0.08891464,-0.09125994,-0.08224144,-0.052067157,0.693525,-0.08180722,0.8260092,-0.058334842,-0.082675196,-0.073653124,-0.09936424
DSTN,0.8439305,0.46077186,1.3593646,0.33123082,1.063195,0.41490456,0.86374927,0.7532318,0.33818373,1.1997786,1.6471771,0.86854416,0.5479249,0.3879882,0.18021952,1.1578134,1.5664287,0.52465147,0.32831246,0.5902397,0.04620512,0.59494895,0.6139007,1.0690632,0.5452841,1.8821568,1.5345987,0.5376316,1.8254217,0.84263307,0.55249506,1.7103046,0.9885768,1.2828268,2.5251145
UAP1,0.62419575,0.24918604,1.0270542,0.6417971,0.19083689,0.31218293,0.20547104,0.13307253,1.7953752,0.44736266,0.60398406,0.24525134,0.08271667,0.22884716,0.5811005,2.8611004,0.56324416,0.20269851,0.29663017,0.18259606,0.17786708,0.10919783,0.2776402,0.3016755,1.6721373,0.26538342,0.30780068,0.1717549,0.20028672,0.10628639,0.3066525,0.10375833,0.4782288,0.38253096,0.41385522
PLAU,-0.087338164,5.9199883e-06,-0.11462385,-0.053961694,0.37675464,-0.06185158,0.02976739,-0.035818044,2.3675792,0.35465765,-0.099821515,-0.07097192,-0.04655089,-0.03718176,0.91165656,0.7665377,0.38810956,0.39167556,0.26047945,0.004669165,-0.09592408,0.73940647,0.15556444,0.42102224,-0.034563303,1.5948479,-0.078880146,1.0381557,1.2857883,-0.042919435,0.21839043,-0.058342528,-0.07914299,-0.073885016,-0.08751076
PSMB6,1.3114911,1.1783477,1.9609317,1.3716892,0.8041876,0.8085906,2.5022793,0.41271886,1.1128099,1.9459348,1.2833551,0.74729526,1.3240333,0.6338252,1.5584356,1.6843176,1.7693335,1.1332095,1.0680481,1.5008943,1.3354257,1.171954,0.4930146,2.8155384,1.2205821,1.2682948,1.0045645,0.6065098,0.704884,1.6145812,0.5388545,0.629048,1.5671905,0.37081698,0.8006247
KHSRP,1.0748881,1.9660835,1.8811494,0.6089489,0.47699064,0.9191568,1.1800073,0.23195644,0.8427619,1.5256057,1.2366198,0.6308609,0.38870558,0.7727311,0.47436506,1.0119706,0.34183845,0.34135556,0.4804632,0.7025761,2.3554492,0.26834473,0.5249705,2.1342993,0.55097497,0.507092,1.4429706,0.25676137,1.1620755,1.1753626,0.5674677,0.45849934,0.9981984,0.57125735,0.32817516
