,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST ,DLD1_LARGE_INTESTINE ,PA1_OVARY 
PCDHGA4,-0.087873004,-0.0765148,-0.10207972,-0.06117575,-0.07634903,-0.06999426,-0.032728337,-0.06198833,-0.099035434,-0.090338364,-0.07545405,-0.06044445,-0.06766331,-0.07148098,-0.08125198,-0.05127828,-0.060534116,-0.04501111,-0.065192,-0.10036434,-0.062726066,-0.045022637,-0.082617335,-0.049995,-0.07271034,0.17945637,0.023043234,-0.0819556,-0.082036994,-0.050791,-0.067860514,-0.070746586,-0.09679231,-0.09462954,-0.10905501
MDN1,0.024198353,0.0744439,-0.01056975,-0.013720066,0.017781729,0.11072884,-0.020412948,-0.013329403,0.18241127,-0.03147052,0.041311607,-0.011527276,0.035574067,0.022907967,0.06741322,0.002374003,-0.018818183,0.02539532,-0.008061176,0.01668618,-0.025492916,-0.021787807,-0.003119402,0.016762832,-0.01899073,-0.010859978,0.024859611,0.03965272,0.024595235,-0.029001778,0.006827613,0.011667559,-0.036459394,-0.04773719,0.12787564
PHAX,0.10197861,0.08355794,0.15791339,0.05220872,0.080603145,0.012564605,0.06528944,0.000342641,0.058469065,0.1202916,0.026875434,0.027770111,0.06159311,0.041165076,0.049943622,0.060571186,0.022301234,0.022215527,0.035660148,0.17034519,0.008375647,0.035471074,0.10199056,0.06882821,0.08384828,0.033301186,0.15779497,0.05035895,0.13672976,0.062127426,0.022783719,0.09114024,0.12708552,0.09182877,0.18315995
TMEM187,-0.07451355,-0.038781714,-0.10347626,-0.04851916,-0.053733435,0.003017377,-0.02269697,-0.010847726,-0.0654331,-0.08634407,0.009173387,0.019624447,-0.049492527,0.015520788,-0.065973625,-0.04612062,-0.02402346,-0.03544724,-0.034005098,-0.004778197,-0.051102664,-0.017994957,-0.0807839,-0.040906806,-0.062000126,0.048864525,-0.04529804,-0.03979916,0.17467602,-0.005127225,-0.06948607,-0.00894404,-0.014322982,-0.05069059,-0.06513929
HIST1H2BG,-0.0939323,-0.054503474,-0.09020972,-0.053867593,-0.03588453,-0.051773522,-0.006556419,-0.062817916,-0.099035434,-0.07189366,-0.050544534,0.08546425,-0.06360192,-0.06781113,-0.08831003,-0.037117172,-0.061526436,-0.007806266,-0.059913658,-0.09763268,0.013633968,-0.031978924,-0.048798338,-0.07816026,-0.076896764,-0.052145917,-0.09759703,-0.053695735,-0.0511201,0.059553597,-0.08074738,-0.008307221,0.09235641,-0.09462954,-0.093251854
GIGYF2,0.05742488,0.10092239,0.07768101,0.004135487,0.033879083,0.095977984,0.011956106,-0.02435323,0.09330705,0.057624128,0.05257733,0.03455689,0.052438907,0.11229311,0.058857027,0.022522524,0.012475859,0.018885577,0.032680195,0.14274853,-0.008850378,-0.014424105,-0.016528772,0.120168515,0.052490283,0.049169034,0.13591532,0.0814889,0.119892456,0.044983372,0.01731171,0.14803612,0.011149959,0.02169688,0.12026535
CRB3,-0.09379522,-0.07649356,-0.118438475,-0.015876148,-0.034661397,-0.07035653,-0.017319122,-0.06356272,-0.059873022,-0.10273701,0.016904216,-0.01870085,0.003430327,-0.07584177,-0.09239175,-0.057392463,0.00040717,-0.045308683,-0.067229554,0.010229489,-0.025693534,0.06721023,-0.08820123,-0.093128875,-0.08314906,-0.051681448,-0.03493068,-0.02249551,0.01286365,0.018591862,-0.08301683,-0.025575427,0.06167947,0.027060384,-0.115709074
C2orf43,-0.001378841,-0.07785525,-0.048805684,-0.026337607,-0.07705315,0.025366355,-0.03645642,-0.017762676,0.01791907,-0.029776739,-0.011030983,-0.04423737,-0.031443045,-0.004047863,0.048300005,-0.041686226,-0.011050167,-0.023734383,0.000364831,0.03285214,0.017358692,-0.032855712,-0.032395862,0.008251302,-0.019696526,-0.022341307,-0.021874499,-0.007166833,0.005774056,-0.026460143,-0.025743304,-0.07497044,-0.09012698,0.058174163,0.18866278
MTFR1,0.087987006,0.03269425,0.08703883,0.034973443,0.09643584,0.06103714,-0.017541386,0.058592584,0.1509771,0.019321477,0.04981587,0.042601313,0.022575347,0.029484568,0.11379242,0.07356795,0.035660062,0.02265639,0.042802528,0.13476521,0.002214466,0.01337233,0.20923051,0.036972467,0.036816716,-0.002245312,0.062345803,0.00443508,0.07233176,0.08606776,0.074131325,0.06695857,0.101864554,0.14343089,0.033332426
GFRA1,-0.09167089,-0.07793203,-0.117906034,-0.06133202,-0.05560475,-0.07087797,-0.046054687,-0.06349531,-0.098852724,-0.09779282,-0.07600311,0.10519871,-0.06818454,-0.062779635,0.10499766,-0.07484279,-0.06147589,-0.044980817,-0.06644465,-0.10140445,-0.066267945,0.014517499,-0.08933292,-0.0928096,-0.08310184,-0.05260443,-0.049757358,-0.08234783,-0.08427087,-0.05855275,-0.082754314,-0.07534832,-0.09565177,-0.09458095,-0.115795575
MANBA,0.08127382,-0.011521504,-0.048355855,-0.025495853,-0.020844134,-0.012363704,-0.002413188,-0.03946071,0.022540951,0.010616164,-0.006182642,0.00087815,-0.01097648,-0.004012046,-0.025510164,0.08321531,0.009254412,-0.03330393,-0.04065366,0.005806111,0.024166197,0.010253711,-0.045406554,-0.0063618,-0.01522005,0.015441995,0.07649726,-0.051221736,0.023716148,0.11245626,-0.020109529,-0.005593665,0.032740496,0.18011364,0.019990062
RN7SL3,-0.076567695,-0.023028828,0.007273461,-0.037582096,-0.072483994,-0.06889273,-0.044023633,-0.05491376,-0.09159333,-0.09170329,-0.060669873,-0.042203713,-0.06683455,-0.07402002,-0.089745395,-0.018949537,-0.056505647,-0.03073584,-0.013330475,-0.083869025,-0.043505494,-0.0445044,0.13588414,-0.08134426,-0.07924574,-0.04727232,-0.08482835,-0.059737958,-0.07749727,-0.012122684,0.08397882,-0.07451431,-0.10029047,-0.07533183,-0.10146333
TTC4,0.026368978,0.1085825,0.09287548,0.045645345,0.031231087,0.000633243,0.077527516,0.05249625,0.061415963,0.019327244,0.025155913,-0.009731438,-0.003318657,0.12659538,0.0707778,0.02785498,0.020544134,0.024246082,0.073005654,-0.000341188,-0.029491108,0.001906094,0.08171853,0.042388085,0.07994154,0.02896288,0.055721387,0.09452924,-0.027993536,0.027210535,-0.00948659,0.001151648,-0.05151494,0.071993105,0.18368687
WNK2,-0.07874116,-0.024832828,-0.114740066,-0.050183393,-0.05793713,-0.003450047,-0.03937108,-0.0634252,-0.05676885,-0.10100115,0.005387588,-0.024353385,-0.015363743,0.10411337,-0.08850872,-0.06624173,-0.039607264,-0.032660745,-0.031352587,-0.08703954,-0.063533165,-0.03600497,-0.027335675,-0.09340289,-0.07591007,-0.052365776,-0.05662241,0.034227274,-0.050141003,-0.055156842,-0.08151225,0.110754766,-0.044529505,-0.08375291,-0.041347697
FAM109B,0.02675282,-0.07664952,-0.117157266,-0.061100457,0.042170808,-0.06950231,-0.04383498,-0.00521078,-0.09897909,0.06552073,-0.03839652,-0.05038942,0.09279653,-0.07591955,-0.092898384,-0.06762589,-0.016404232,-0.04550139,-0.056737605,-0.079310305,-0.049734138,-0.023529876,-0.01965154,-0.03807273,-0.08220312,-0.007717148,-0.07906527,-0.04307075,-0.004888391,0.005155744,-0.08283367,-0.059213646,-0.07054761,-0.092875786,-0.11390983
PHF2,0.017937196,0.036196608,0.020974271,-0.01891247,-0.019783298,0.067023106,0.02924598,-0.028269159,0.030698206,0.012823783,0.007513702,0.078328356,-0.002180798,0.18294553,0.02759752,0.027037589,-0.010993916,-0.026610386,0.011683227,0.056987487,-5.65E-05,-0.02097303,-0.005861226,-0.031392045,-0.010290992,-0.016268099,0.16814224,0.016876385,0.057705984,0.016785342,-0.012473765,0.055766817,0.017083388,0.030556936,-0.03580913
ESPN,-0.089029916,-0.063484155,-0.09682327,-0.06086345,-0.022049207,-0.070462115,-0.038171947,-0.06349784,-0.03464815,-0.09982168,-0.07144731,0.03096252,-0.012860568,-0.07541957,-0.092838705,-0.07865947,-0.05893354,-0.04424895,-0.06683128,-0.09776166,-0.06495754,-0.04281962,-0.0893078,-0.093168125,-0.08112321,-0.04334554,-0.019065363,-0.0279622,-0.046037104,0.031412885,-0.08041197,-0.07476593,0.14496732,-0.08902375,-0.11395703
ANXA8L1,-0.093694925,-0.07773359,-0.116631374,-0.060930185,0.10150417,-0.07033254,-0.04237895,-0.06210375,-0.09824856,-0.10226914,-0.075834006,-0.06718577,-0.06769122,0.030498385,-0.09213843,0.07242545,-0.022958174,-0.045024496,-0.067153715,-0.10151021,-0.0654061,-0.045514956,-0.08911998,-0.090513244,-0.08284888,0.009326311,-0.085754,-0.081651844,-0.042327397,-0.060800202,-0.08214521,-0.07523126,-0.09848823,-0.0928157,-0.11546875
TXNDC16,-0.0749964,-0.044474605,-0.0960177,-0.05028965,-0.03575004,-0.028204806,-0.009359858,-0.05317646,-0.08134121,-0.0713075,-0.059725143,-0.044437047,-0.045790207,-0.06781926,-0.05562006,-0.050395377,-0.0483283,-0.039301053,-0.053905927,0.008678074,-0.05566733,-0.016781783,-0.07687061,-0.08014738,-0.052668784,-0.03180096,-0.052955367,-0.055340853,-0.008896937,-0.010533126,-0.06736545,0.1797396,-0.037177917,-0.034326706,0.06999965
KDM5D,0.005313882,-0.07790682,-0.11837603,-0.050020963,-0.0772869,-0.070695505,-0.046045743,-0.06344393,-0.06480303,-0.10261404,-0.0756932,-0.06713578,0.06518663,-0.07593988,0.020003064,-0.08069628,-0.061526436,-0.04564456,0.011524202,-0.10152895,-0.066296495,-0.04637079,-0.08923906,-0.09338971,-0.011984812,-0.052568987,-0.1026013,-0.08227054,-0.08391618,-0.060785513,-0.082856,0.09357092,-0.100419424,-0.001690372,-0.11581438
DAAM1,-0.07311741,-0.073103085,-0.09677197,-0.048382096,-0.025514884,0.027342774,0.029814174,-0.056552432,-0.06313808,-0.018484315,-0.044722427,0.08730592,-0.0509786,-0.043280084,-0.057282772,0.037884597,-0.015925841,-0.025590809,-0.06288967,-0.05713796,-0.04004843,-0.001188608,-0.078672424,-0.032433517,-0.016115466,0.003084126,-0.033250295,-0.029383682,-0.019805025,0.10077045,-0.000608413,0.08680454,0.048006363,-0.058102567,-0.001231672
RBBP6,0.111596845,0.11210271,0.10971962,0.002864286,0.016075373,0.11064735,0.019023908,-0.003605938,0.14554761,0.08876578,0.044367895,0.050726097,0.05671362,0.07597015,0.04800316,0.12320169,0.010759196,0.044075277,0.035910685,0.15500008,0.024356708,0.025908165,0.07224999,0.032397505,0.05247015,0.025205387,0.13948148,0.058746465,0.13182393,0.024423234,0.081773795,0.046866618,0.108293906,0.09904815,0.18365452
CRLF1,-0.06771514,-0.06860525,-0.09401656,-0.007258869,0.09659171,-0.06957057,-0.0439624,-0.06320163,-0.032597538,-0.015519892,-0.075340204,0.11178935,-0.04655568,-0.06338333,-0.08836521,-0.06962375,-0.06112036,-0.04102088,0.016801745,-0.10042535,-0.06443569,-0.040492218,-0.07925816,-0.08917441,-0.08258079,-0.051648293,-0.05435985,-0.08193356,-0.06841225,-0.006485383,-0.07690504,-0.07342755,-0.09877136,-0.09393581,-0.109010056
RP11-77K12.8,0.015647665,0.03407252,0.08576505,-0.002765795,-0.053111732,0.021770516,-0.014609559,0.008812151,-0.03082962,0.03074327,-0.040025398,0.008784723,-0.03000002,-0.022888564,0.20345806,0.057451192,-0.037026674,-0.011342785,-0.020673055,-0.023683254,-0.053080197,-0.027245762,0.004663226,0.019390928,-0.033465777,0.038250033,0.002398948,0.050754476,-0.035071295,-0.007993797,-0.022692291,-0.036913276,-0.016185638,-0.025600238,-0.045260403
ZFC3H1,0.05398867,0.02215571,0.12496203,-0.011397157,0.005555398,-0.003249171,-0.022069115,-0.007545066,0.04249881,0.009504172,0.010478718,-0.002057357,0.047034264,-0.024085185,0.030605592,0.015801776,0.010580577,-0.002825679,-0.000785839,0.04555492,-0.002866147,0.004665259,-0.009130618,0.034479298,-0.012788591,-0.012788834,0.026191123,0.012184115,0.12834536,0.05475348,-0.013704423,-0.021936737,0.19761655,-0.004811594,0.09743974
PAPL,0.08375015,-0.07807618,-0.1183824,-0.006438317,-0.026742335,-0.07097218,-0.045870934,-0.06353606,-0.081917584,-0.102926835,-0.07606316,-0.0653526,-0.068217464,-0.05205219,-0.08993861,0.06781515,-0.05939342,-0.024735495,-0.06725794,-0.10153313,-0.06596179,-0.038972996,0.073960036,-0.09327054,-0.08303716,-0.04534224,-0.10262073,-0.082044415,-0.07529624,-0.0567552,-0.082872346,-0.07540198,-0.096677564,-0.06829163,-0.11573803
GGCX,0.088650115,0.057155088,0.059195355,0.034605455,0.06080483,-0.014127886,0.05265206,0.034082238,0.013640152,0.13547371,0.003943638,0.047413286,-0.03358779,0.07223141,0.054165613,0.14938007,0.05206221,0.036650643,0.021278437,0.08132986,0.061974924,0.042010065,-0.012266492,0.14116769,0.11726068,0.0680266,0.14158764,-0.02903721,0.07119586,0.07991529,0.12725157,0.011044483,0.054486763,-0.003389779,0.029878553
CHUK,0.0107244,-0.015884286,0.05730882,0.000864956,0.06127055,-0.04050423,-0.015952734,-0.019970324,0.2131306,-0.024467556,-0.005959936,-0.026643308,-0.0037433,-0.020334693,-0.048574083,-0.01965399,6.52E-05,-0.005345013,0.012833627,-0.017443044,-0.025637189,-0.014146031,0.05805714,-0.028116383,0.02416362,-0.024227232,-0.09205435,0.011283692,0.030628726,0.011467767,-0.055294596,-0.01110513,0.023425452,0.003175021,-0.000101325
BBX,0.053896762,0.040067557,0.072301626,-0.04528112,0.07619041,-0.004491533,-0.002485182,-8.11E-05,0.03768668,0.05881996,-0.003834547,-0.014823721,-0.019139118,0.038480572,0.08409296,0.015775207,-0.01359187,0.01349209,-0.026455414,0.043931805,-0.051333096,0.025483428,-0.016330149,0.084580325,-0.016620891,0.008384153,0.07806924,-0.034981117,0.00287375,-0.004793749,0.050006192,0.000628671,0.02946576,0.007958145,0.19958289
PRDM4,0.08343975,0.023975728,0.1022662,0.03996965,-0.014507688,0.055626873,0.03150008,0.037218012,0.1498774,0.007401761,0.023578545,0.021506613,0.09476452,0.03221147,0.18284011,0.001659113,0.02595885,0.026038688,0.008400177,0.0819254,0.015284979,-0.017040718,0.08219542,0.023726553,0.06071157,0.02118411,0.07846628,0.03472754,0.08578799,0.015869314,0.010253774,0.023128342,0.044821955,0.16220103,-0.016409945
PMS2P1,0.07299886,0.05667552,0.07118935,0.15965866,0.022524148,0.004254649,0.033303916,0.069553725,0.023339754,0.05742884,0.049305312,0.09955169,0.010705462,0.07761578,0.092376314,0.08453639,0.044460997,0.045215733,0.030584615,0.20055832,0.034289856,0.12707192,0.059593026,0.059946842,0.007499582,0.007416172,-0.012203743,0.064931415,0.10189465,0.047231592,0.14236297,0.087295376,0.058281153,0.08925768,0.1652142
TRIM56,0.03663643,0.009273186,-0.016022196,0.002513105,-0.017802756,-0.06811598,-0.000874649,-0.030301662,-0.033797238,-0.005899423,0.05746928,0.07844009,0.03894659,0.17926261,0.03826126,0.018820724,0.01325932,-0.021551223,-0.000308949,0.04956703,-0.022222739,-0.006130445,0.046035267,0.07821705,-0.009320161,-0.012446211,-0.02968071,0.011858211,0.11776178,-0.016187847,-0.05862165,0.002173446,0.017891828,0.004273919,-0.01608913
BTN3A2,0.055702154,0.122754835,-0.004075427,-0.045095965,0.009011649,0.046815276,-0.028633704,0.03011054,-0.0379184,0.012112327,-0.03364007,-0.066307776,0.0691165,-0.059783123,0.095660314,-0.042049672,-0.03771629,-0.03732105,-0.005098857,-0.019056557,-0.021650873,-0.031257037,-0.014828638,-0.03899861,0.046692044,-0.03167231,0.071768396,-0.00614177,0.044271555,-0.033518896,0.002696072,-0.055898078,-0.07779384,-0.021485927,-0.05001857
ANKHD1,-0.030576786,0.000287279,-0.004347127,0.028561138,0.051389556,-0.002620205,0.006331999,-0.016452106,0.001389685,-0.01339425,0.027336875,0.011623869,0.06216377,-0.043214496,-0.014392722,0.047377545,-0.003350635,-0.006920716,-0.020732777,0.10596878,0.03811135,0.05462008,-0.008829981,-0.014896962,0.039551776,-0.015711574,-8.22E-05,0.002972016,0.22935146,0.028726807,0.011039454,-0.01986,0.037604414,0.01109045,0.058501653
MAP4K3,-0.01157313,-0.010994686,-0.017117854,0.01052771,0.01930674,0.03245423,0.0045605,0.000654043,0.033475574,0.0274475,-0.013111105,0.011125085,-0.00337976,0.017151374,0.033792973,0.06110289,-0.008880791,0.017936807,-0.03200506,0.11304006,0.06872945,0.03617685,-0.017781535,0.041150946,0.0968583,-0.006578735,0.15626232,-0.018051961,0.07226686,-0.009994134,-0.001167543,0.01359742,0.10323774,0.08713407,0.14703432
ETV3,0.159118,0.012214191,0.14546388,0.005475335,-0.037708648,-0.007696207,0.000925863,-0.029958118,0.028891206,0.044895854,-0.020124177,-0.013209845,-0.007201926,-0.006126466,-0.033137895,-0.010089476,0.001158097,0.078710474,-0.032522865,0.061212655,0.017486965,-0.013925548,-0.023256265,-0.025798814,0.10134636,-0.01579064,-0.025099775,-0.035454378,0.010289968,0.007809705,-0.003312379,-0.004048002,0.039075814,-0.026645895,0.051126055
CPA2,-0.09245306,0.011291068,-0.11535688,-0.061454684,-0.077345945,-0.07097218,-0.04610619,-0.06345017,-0.098472394,-0.1022799,-0.07606316,-0.067157835,-0.06809151,-0.07469667,-0.0929634,-0.0764726,-0.061413854,-0.045394488,-0.061987028,0.03748378,0.15122709,-0.045245,-0.08912483,-0.09282579,-0.07637608,-0.052535526,-0.10267166,-0.08110106,-0.08371457,-0.060744427,-0.071124785,-0.07540198,-0.101158634,-0.09333161,-0.11124614
ADAT1,0.047550227,-0.015045901,0.16628982,-0.004868106,-0.04587852,-0.008836223,0.010573938,-0.012932706,-0.003388696,0.07133987,-0.014060729,0.06302657,-0.003080249,-0.017368948,0.07491865,0.08250966,-0.02069619,-0.019156056,-0.034076285,0.006353651,-0.044688392,-0.027895587,0.011387081,0.001912817,0.002750022,0.041109215,0.019589728,0.13185915,0.021270407,0.040679544,-0.025510054,-0.036467224,0.000627199,0.005699429,-0.03879758
APOBEC3G,-0.051678054,-0.05571534,0.03627964,-0.056215793,0.14435068,-0.070867196,-0.036672577,-0.062464084,-0.094949596,-0.00401208,-0.0757623,-0.06701049,-0.028108092,-0.07467811,-0.05226796,-0.022922229,-0.061526436,-0.034559894,-0.065871336,-0.10067713,-0.062581204,-0.045300893,-0.088083796,0.041360505,-0.07617328,-0.0327024,-0.084110186,-0.019898219,0.013477949,-0.06059076,-0.07260244,-0.07462892,-0.10010677,-0.06889351,-0.09790377
RP11-82L18.2,-0.093490645,-0.07643733,-0.11305979,-0.061361786,-0.07214855,-0.065220594,-0.04518529,-0.0606889,-0.09717224,-0.0995625,-0.07236915,-0.055347104,-0.059976026,0.14663444,0.055430233,-0.07525452,-0.057057083,-0.044570725,-0.058489267,-0.05396033,-0.06609217,-0.04557545,-0.08225898,-0.05797383,-0.080803744,-0.022858797,-0.10142178,0.011816515,-0.049282268,-0.05961314,-0.07880076,-0.07457649,-0.09370692,-0.09248225,-0.11355762
TRIM22,-0.09290011,-0.06804867,-0.114264585,-0.06106101,-0.03679958,-0.07021893,-0.04499839,-0.062559836,-0.09763576,-0.08014218,-0.075606614,-0.06703173,-0.04872122,-0.07556832,0.02351089,-0.002647781,-0.056839902,-0.045426518,-0.06500522,-0.10071584,-0.066120975,-0.044106428,-0.086877964,0.08770359,-0.08119142,-0.026252499,-0.033566676,-0.08219335,0.007325954,-0.06001418,-0.07853213,-0.07521641,-0.08686313,-0.0932852,0.110166445
RP11-661O13.1,0.09105444,-0.015558633,0.006150567,0.037298117,0.07865539,-0.02953512,-0.006241375,0.024823973,0.04229522,0.011238939,0.002402489,0.009762955,-0.010683354,0.002601147,0.045699853,0.10028739,-0.006085796,0.034664612,-0.010449008,0.0771211,0.014359205,0.0019176,0.031132089,0.063266635,0.017618712,0.03116064,0.1329658,-0.04491034,-0.055808637,-0.027205676,-0.009935211,-0.047432516,0.1401409,-0.032171745,-0.01864132
BAG1,-0.005906624,-0.004235208,0.011309904,-0.032530997,0.053033106,-0.009714737,0.036307555,-0.027464038,0.021628821,-0.032041557,0.0442171,0.055753022,0.09326423,0.05510973,0.008270586,-0.009220162,0.040001832,-0.022966132,0.01652775,0.05488481,-0.028223056,-0.004145306,0.032902613,-0.04148433,-0.000313527,-0.000703769,0.11830742,0.107796155,0.012506434,0.025021847,-0.023366515,0.06269315,0.16901286,0.011392003,-0.043469813
CHIC2,0.004644651,0.000755711,0.079118244,-0.008859484,-0.022520917,0.016012073,0.016904054,0.010347307,-0.050905354,0.032009706,0.003851432,-0.024635594,-0.019337213,0.026464446,0.16624826,0.035115197,-0.01295891,0.019601304,-0.039768293,-0.006755453,0.010102029,-0.013802256,0.10935533,0.08015004,-0.015476062,0.03769038,0.07996758,-0.013616209,-0.007449041,-0.030460816,0.009741313,0.118463464,-0.020614712,-0.036493983,0.016635856
ARHGAP28,-0.09005656,0.17573193,-0.116345875,-0.05216096,-0.07068535,-0.07093173,-0.046067502,-0.063546434,-0.09899463,-0.100866966,-0.07606316,-0.06719878,-0.062336195,-0.0752016,-0.09050479,-0.07471796,-0.06085043,-0.041938398,-0.06615535,-0.10112279,-0.061788253,-0.0463479,-0.08936465,-0.09231358,-0.08270464,-0.037342235,-0.10198827,-0.08227167,-0.07610457,-0.060622532,-0.07765557,0.005721794,-0.101082645,-0.060556475,-0.030840343
NRROS,-0.042657018,-0.053705864,-0.09110266,-0.06111214,-0.056301225,-0.07056104,-0.045382407,-0.032080133,-0.09885147,-0.102785945,-0.075670406,-0.06666058,-0.06825495,-0.07404342,-0.08419643,-0.07990351,-0.061452903,-0.045465417,-0.066312045,-0.09856315,-0.058590006,-0.043264095,-0.089421935,-0.025522225,0.18539324,-0.027414674,-0.10010855,-0.062738106,-0.08215549,-0.060472112,-0.02534194,-0.06639171,-0.10081537,-0.09286292,-0.083095215
MEF2D,0.051516596,0.09722693,0.050534833,0.048814893,-0.023385452,0.00098465,0.052474592,0.031800676,-0.001261798,0.02160718,-0.008009147,0.027451202,-0.038925763,0.04733991,-0.009145661,-0.004436874,0.109246574,0.14552553,0.007170089,0.004533572,-0.010853939,0.006075179,-0.033179883,0.041276567,0.12996905,0.0149802,0.023193758,-0.040388368,0.00827273,4.31E-06,0.007825611,-0.025476549,0.07805912,-0.053145733,-0.045825485
LIN7C,0.002216901,0.021224868,-0.023909358,-0.002316431,0.011358434,-0.014829033,-0.022489578,-0.032613,0.12512232,-0.003515536,0.06804836,-0.018719202,-0.021960687,-0.037988104,-0.021813339,0.042370193,-0.001833295,-0.010652751,-0.003317739,0.06582589,0.12325247,-0.021036493,0.072597325,-0.012865443,-0.043138176,-0.012243999,0.028201127,0.020737851,0.116675094,0.011127803,0.02179889,0.014141459,0.09864621,0.09480134,0.055363342
